OTU,Phylum,Order
ASV31,Acidobacteriota,Acidobacteriales
ASV33,Actinobacteriota,Others
ASV35,Actinobacteriota,Others
ASV39,Actinobacteriota,Others
ASV63,Proteobacteria,Acetobacterales
ASV64,Actinobacteriota,Others
ASV65,Actinobacteriota,Others
ASV66,Actinobacteriota,Others
ASV67,Actinobacteriota,Others
ASV69,Actinobacteriota,Others
ASV74,Acidobacteriota,Acidobacteriales
ASV76,Actinobacteriota,Others
ASV77,Actinobacteriota,Others
ASV78,Actinobacteriota,Others
ASV80,Actinobacteriota,Others
ASV81,Actinobacteriota,Solirubrobacterales
ASV82,Proteobacteria,Acetobacterales
ASV83,Proteobacteria,Acetobacterales
ASV84,Proteobacteria,Acetobacterales
ASV85,Acidobacteriota,Acidobacteriales
ASV86,Actinobacteriota,Others
ASV88,Proteobacteria,Rhizobiales
ASV89,Actinobacteriota,Others
ASV90,Actinobacteriota,Others
ASV91,Proteobacteria,Rhizobiales
ASV92,Actinobacteriota,Solirubrobacterales
ASV94,Actinobacteriota,Solirubrobacterales
ASV97,Actinobacteriota,Solirubrobacterales
ASV101,Actinobacteriota,Others
ASV102,Actinobacteriota,Others
ASV103,Actinobacteriota,Solirubrobacterales
ASV104,Actinobacteriota,Others
ASV105,Proteobacteria,Acetobacterales
ASV106,Acidobacteriota,Acidobacteriales
ASV107,Proteobacteria,Rhizobiales
ASV108,Proteobacteria,Acetobacterales
ASV109,Proteobacteria,Acetobacterales
ASV110,Acidobacteriota,Acidobacteriales
ASV111,Acidobacteriota,Acidobacteriales
ASV112,Proteobacteria,Acetobacterales
ASV113,Proteobacteria,Acetobacterales
ASV115,Acidobacteriota,Acidobacteriales
ASV116,Actinobacteriota,Others
ASV117,Proteobacteria,Rhizobiales
ASV118,Actinobacteriota,Others
ASV119,Proteobacteria,Acetobacterales
ASV121,Proteobacteria,Acetobacterales
ASV125,Acidobacteriota,Acidobacteriales
ASV126,Actinobacteriota,Solirubrobacterales
ASV129,Acidobacteriota,Acidobacteriales
ASV130,Proteobacteria,Acetobacterales
ASV131,Proteobacteria,Acetobacterales
ASV133,Actinobacteriota,Solirubrobacterales
ASV134,Proteobacteria,Acetobacterales
ASV136,Actinobacteriota,Solirubrobacterales
ASV137,Actinobacteriota,Others
ASV138,Proteobacteria,Sphingomonadales
ASV139,Actinobacteriota,Corynebacteriales
ASV141,Actinobacteriota,Others
ASV142,Actinobacteriota,Corynebacteriales
ASV143,Proteobacteria,Acetobacterales
ASV144,Proteobacteria,Rhizobiales
ASV145,Acidobacteriota,Acidobacteriales
ASV146,Actinobacteriota,Solirubrobacterales
ASV147,Proteobacteria,Acetobacterales
ASV148,Proteobacteria,Rhizobiales
ASV150,Actinobacteriota,Solirubrobacterales
ASV151,Proteobacteria,Rhizobiales
ASV152,Proteobacteria,Acetobacterales
ASV153,Acidobacteriota,Acidobacteriales
ASV156,Proteobacteria,Acetobacterales
ASV157,Proteobacteria,Acetobacterales
ASV158,Proteobacteria,Acetobacterales
ASV159,Acidobacteriota,Acidobacteriales
ASV160,Proteobacteria,Acetobacterales
ASV161,Proteobacteria,Acetobacterales
ASV162,Actinobacteriota,Solirubrobacterales
ASV163,Proteobacteria,Acetobacterales
ASV164,Actinobacteriota,Solirubrobacterales
ASV165,Proteobacteria,Acetobacterales
ASV168,Proteobacteria,Acetobacterales
ASV169,Proteobacteria,Acetobacterales
ASV170,Actinobacteriota,Others
ASV171,Actinobacteriota,Solirubrobacterales
ASV172,Proteobacteria,Rhizobiales
ASV173,Actinobacteriota,Others
ASV174,Actinobacteriota,Pseudonocardiales
ASV175,Proteobacteria,Rhizobiales
ASV176,Actinobacteriota,Micrococcales
ASV177,Proteobacteria,Rhizobiales
ASV178,Proteobacteria,Rhizobiales
ASV179,Acidobacteriota,Acidobacteriales
ASV180,Proteobacteria,Sphingomonadales
ASV181,Actinobacteriota,Solirubrobacterales
ASV182,Actinobacteriota,Pseudonocardiales
ASV183,Actinobacteriota,Solirubrobacterales
ASV184,Actinobacteriota,Micrococcales
ASV185,Proteobacteria,Rhizobiales
ASV186,Acidobacteriota,Acidobacteriales
ASV188,Acidobacteriota,Acidobacteriales
ASV189,Proteobacteria,Acetobacterales
ASV190,Proteobacteria,Rhizobiales
ASV192,Acidobacteriota,Acidobacteriales
ASV193,Actinobacteriota,Micrococcales
ASV194,Actinobacteriota,Corynebacteriales
ASV195,Proteobacteria,Acetobacterales
ASV196,Proteobacteria,Rhizobiales
ASV198,Proteobacteria,Rhizobiales
ASV199,Actinobacteriota,Corynebacteriales
ASV200,Proteobacteria,Acetobacterales
ASV201,Proteobacteria,Acetobacterales
ASV202,Acidobacteriota,Acidobacteriales
ASV204,Acidobacteriota,Acidobacteriales
ASV205,Actinobacteriota,IMCC26256
ASV206,Firmicutes,Bacillales
ASV207,Actinobacteriota,Solirubrobacterales
ASV208,Proteobacteria,Sphingomonadales
ASV209,Actinobacteriota,Others
ASV210,Actinobacteriota,Solirubrobacterales
ASV213,Proteobacteria,Rhizobiales
ASV214,Actinobacteriota,Solirubrobacterales
ASV216,Actinobacteriota,Solirubrobacterales
ASV217,Actinobacteriota,Corynebacteriales
ASV218,Acidobacteriota,Acidobacteriales
ASV219,Actinobacteriota,Solirubrobacterales
ASV220,Actinobacteriota,Micrococcales
ASV221,Acidobacteriota,Acidobacteriales
ASV222,Proteobacteria,Rhizobiales
ASV223,Actinobacteriota,Others
ASV224,Proteobacteria,Rhizobiales
ASV225,Proteobacteria,Acetobacterales
ASV226,Proteobacteria,Caulobacterales
ASV227,Actinobacteriota,Others
ASV228,Proteobacteria,Acetobacterales
ASV229,Actinobacteriota,Solirubrobacterales
ASV230,Actinobacteriota,Corynebacteriales
ASV231,Proteobacteria,Rhizobiales
ASV233,Proteobacteria,Acetobacterales
ASV234,Actinobacteriota,Pseudonocardiales
ASV235,Proteobacteria,Acetobacterales
ASV237,Proteobacteria,Acetobacterales
ASV238,Proteobacteria,Rhizobiales
ASV239,Firmicutes,Bacillales
ASV240,Proteobacteria,Acetobacterales
ASV241,Proteobacteria,Acetobacterales
ASV242,Actinobacteriota,Others
ASV243,Proteobacteria,Acetobacterales
ASV245,Proteobacteria,Others
ASV246,Proteobacteria,Rhizobiales
ASV247,Actinobacteriota,Solirubrobacterales
ASV248,Actinobacteriota,Pseudonocardiales
ASV249,Actinobacteriota,Solirubrobacterales
ASV250,Proteobacteria,Acetobacterales
ASV251,Proteobacteria,Acetobacterales
ASV252,Acidobacteriota,Acidobacteriales
ASV253,Proteobacteria,Rhizobiales
ASV254,Acidobacteriota,Acidobacteriales
ASV256,Proteobacteria,Rhizobiales
ASV257,Actinobacteriota,Others
ASV258,Acidobacteriota,Acidobacteriales
ASV259,Actinobacteriota,Micrococcales
ASV260,Actinobacteriota,Others
ASV261,Firmicutes,Bacillales
ASV262,Proteobacteria,Rhizobiales
ASV263,Acidobacteriota,Bryobacterales
ASV264,Actinobacteriota,Solirubrobacterales
ASV265,Acidobacteriota,Acidobacteriales
ASV267,Actinobacteriota,Solirubrobacterales
ASV268,Actinobacteriota,Others
ASV269,Proteobacteria,Acetobacterales
ASV270,Actinobacteriota,Others
ASV272,Actinobacteriota,Others
ASV273,Actinobacteriota,Solirubrobacterales
ASV274,Actinobacteriota,Solirubrobacterales
ASV275,Proteobacteria,Acetobacterales
ASV277,Proteobacteria,Acetobacterales
ASV278,Proteobacteria,Acetobacterales
ASV279,Proteobacteria,Acetobacterales
ASV280,Proteobacteria,Acetobacterales
ASV282,Actinobacteriota,Pseudonocardiales
ASV283,Acidobacteriota,Bryobacterales
ASV284,Actinobacteriota,Corynebacteriales
ASV285,Actinobacteriota,Others
ASV286,Actinobacteriota,Frankiales
ASV287,Proteobacteria,Acetobacterales
ASV288,Proteobacteria,Acetobacterales
ASV289,Actinobacteriota,IMCC26256
ASV291,Proteobacteria,Rhizobiales
ASV292,Actinobacteriota,Micrococcales
ASV293,Acidobacteriota,Acidobacteriales
ASV294,Actinobacteriota,Solirubrobacterales
ASV295,Proteobacteria,Acetobacterales
ASV296,Proteobacteria,Rhizobiales
ASV298,Actinobacteriota,Corynebacteriales
ASV300,Actinobacteriota,Others
ASV301,Actinobacteriota,Others
ASV302,Proteobacteria,Rhizobiales
ASV303,Acidobacteriota,Acidobacteriales
ASV304,Actinobacteriota,Corynebacteriales
ASV307,Acidobacteriota,Acidobacteriales
ASV308,Actinobacteriota,Micrococcales
ASV309,Proteobacteria,Acetobacterales
ASV310,Proteobacteria,Rhizobiales
ASV311,Proteobacteria,Acetobacterales
ASV312,Actinobacteriota,Others
ASV313,Proteobacteria,Rhizobiales
ASV314,Acidobacteriota,Acidobacteriales
ASV315,Actinobacteriota,Others
ASV317,Acidobacteriota,Acidobacteriales
ASV318,Acidobacteriota,Acidobacteriales
ASV319,Actinobacteriota,Solirubrobacterales
ASV320,Actinobacteriota,Others
ASV321,Proteobacteria,Acetobacterales
ASV322,Actinobacteriota,Micrococcales
ASV326,Planctomycetota,Tepidisphaerales
ASV327,Acidobacteriota,Acidobacteriales
ASV328,Actinobacteriota,Corynebacteriales
ASV330,Actinobacteriota,Micrococcales
ASV331,Proteobacteria,Rhizobiales
ASV332,Actinobacteriota,Solirubrobacterales
ASV334,Proteobacteria,Rhizobiales
ASV335,Actinobacteriota,Micrococcales
ASV336,Planctomycetota,Isosphaerales
ASV337,Proteobacteria,Acetobacterales
ASV338,Actinobacteriota,Others
ASV340,Actinobacteriota,Solirubrobacterales
ASV341,Proteobacteria,Rhizobiales
ASV343,Proteobacteria,Acetobacterales
ASV344,Actinobacteriota,IMCC26256
ASV345,Actinobacteriota,Corynebacteriales
ASV346,Acidobacteriota,Acidobacteriales
ASV350,Actinobacteriota,Solirubrobacterales
ASV351,Actinobacteriota,Solirubrobacterales
ASV353,Proteobacteria,Acetobacterales
ASV354,Actinobacteriota,Solirubrobacterales
ASV355,Actinobacteriota,Corynebacteriales
ASV356,Acidobacteriota,Acidobacteriales
ASV357,Proteobacteria,Acetobacterales
ASV358,Actinobacteriota,Pseudonocardiales
ASV359,Proteobacteria,Rhizobiales
ASV361,Proteobacteria,Acetobacterales
ASV362,Actinobacteriota,Micrococcales
ASV363,Actinobacteriota,Solirubrobacterales
ASV364,Proteobacteria,Rhizobiales
ASV366,Actinobacteriota,Solirubrobacterales
ASV367,Actinobacteriota,Others
ASV369,Actinobacteriota,Pseudonocardiales
ASV370,Planctomycetota,Isosphaerales
ASV372,Firmicutes,Bacillales
ASV374,Proteobacteria,Rhizobiales
ASV375,Actinobacteriota,Corynebacteriales
ASV376,Proteobacteria,Acetobacterales
ASV377,Acidobacteriota,Acidobacteriales
ASV378,Proteobacteria,Rhizobiales
ASV379,Proteobacteria,Acetobacterales
ASV380,Proteobacteria,Rhizobiales
ASV381,Actinobacteriota,Pseudonocardiales
ASV382,Actinobacteriota,Solirubrobacterales
ASV384,Planctomycetota,Isosphaerales
ASV385,Actinobacteriota,Corynebacteriales
ASV386,Actinobacteriota,Corynebacteriales
ASV387,Actinobacteriota,Solirubrobacterales
ASV388,Proteobacteria,Sphingomonadales
ASV390,Proteobacteria,Rhizobiales
ASV391,Acidobacteriota,Acidobacteriales
ASV392,Actinobacteriota,Solirubrobacterales
ASV395,Acidobacteriota,Acidobacteriales
ASV397,Planctomycetota,Isosphaerales
ASV398,Actinobacteriota,Solirubrobacterales
ASV399,Actinobacteriota,Micrococcales
ASV401,Actinobacteriota,Others
ASV402,Proteobacteria,Rhizobiales
ASV403,Proteobacteria,Acetobacterales
ASV404,Acidobacteriota,Acidobacteriales
ASV405,Actinobacteriota,Micrococcales
ASV406,Actinobacteriota,Others
ASV407,Actinobacteriota,Solirubrobacterales
ASV409,Firmicutes,Bacillales
ASV410,Proteobacteria,Acetobacterales
ASV414,Proteobacteria,Acetobacterales
ASV415,Actinobacteriota,Corynebacteriales
ASV416,Proteobacteria,Acetobacterales
ASV417,Actinobacteriota,Micrococcales
ASV418,Actinobacteriota,Micrococcales
ASV419,Acidobacteriota,Acidobacteriales
ASV422,Actinobacteriota,Solirubrobacterales
ASV423,Actinobacteriota,Others
ASV424,Actinobacteriota,Frankiales
ASV426,Proteobacteria,Acetobacterales
ASV427,Actinobacteriota,Frankiales
ASV428,Proteobacteria,Acetobacterales
ASV430,Actinobacteriota,Solirubrobacterales
ASV431,Actinobacteriota,Solirubrobacterales
ASV432,Proteobacteria,Acetobacterales
ASV433,Proteobacteria,Acetobacterales
ASV435,Planctomycetota,Isosphaerales
ASV436,Actinobacteriota,Corynebacteriales
ASV439,Firmicutes,Bacillales
ASV441,Planctomycetota,Isosphaerales
ASV443,Proteobacteria,Rhizobiales
ASV444,Acidobacteriota,Acidobacteriales
ASV445,Actinobacteriota,Corynebacteriales
ASV446,Proteobacteria,Acetobacterales
ASV449,Proteobacteria,Rhizobiales
ASV451,Proteobacteria,Acetobacterales
ASV454,Acidobacteriota,Acidobacteriales
ASV455,Proteobacteria,Sphingomonadales
ASV456,Acidobacteriota,Acidobacteriales
ASV457,Acidobacteriota,Acidobacteriales
ASV458,Actinobacteriota,Others
ASV459,Actinobacteriota,Frankiales
ASV460,Actinobacteriota,Micrococcales
ASV461,Firmicutes,Bacillales
ASV462,Firmicutes,Bacillales
ASV463,Proteobacteria,Rhizobiales
ASV465,Firmicutes,Bacillales
ASV466,Actinobacteriota,Others
ASV468,Proteobacteria,Acetobacterales
ASV472,Actinobacteriota,Micrococcales
ASV473,Firmicutes,Bacillales
ASV475,Proteobacteria,Acetobacterales
ASV476,Proteobacteria,Others
ASV477,Actinobacteriota,Others
ASV478,Actinobacteriota,Micrococcales
ASV480,Actinobacteriota,Micrococcales
ASV482,Acidobacteriota,Acidobacteriales
ASV485,Proteobacteria,Acetobacterales
ASV487,Actinobacteriota,Others
ASV488,Actinobacteriota,Solirubrobacterales
ASV489,Proteobacteria,Others
ASV490,Proteobacteria,Caulobacterales
ASV491,Actinobacteriota,Corynebacteriales
ASV493,Acidobacteriota,Acidobacteriales
ASV494,Acidobacteriota,Acidobacteriales
ASV496,Acidobacteriota,Bryobacterales
ASV497,Planctomycetota,Tepidisphaerales
ASV499,Actinobacteriota,Solirubrobacterales
ASV500,Proteobacteria,Acetobacterales
ASV501,Proteobacteria,Acetobacterales
ASV502,Proteobacteria,Acetobacterales
ASV503,Proteobacteria,Rhizobiales
ASV504,Actinobacteriota,Pseudonocardiales
ASV505,Acidobacteriota,Acidobacteriales
ASV506,Acidobacteriota,Acidobacteriales
ASV508,Acidobacteriota,Acidobacteriales
ASV509,Acidobacteriota,Acidobacteriales
ASV512,Actinobacteriota,Solirubrobacterales
ASV513,Acidobacteriota,Acidobacteriales
ASV514,Actinobacteriota,Solirubrobacterales
ASV517,Actinobacteriota,Frankiales
ASV519,Actinobacteriota,Solirubrobacterales
ASV522,Firmicutes,Bacillales
ASV523,Firmicutes,Bacillales
ASV524,Actinobacteriota,IMCC26256
ASV525,Acidobacteriota,Acidobacteriales
ASV526,Firmicutes,Bacillales
ASV528,Proteobacteria,Rhizobiales
ASV529,Actinobacteriota,Frankiales
ASV530,Actinobacteriota,Solirubrobacterales
ASV531,Actinobacteriota,Others
ASV532,Firmicutes,Bacillales
ASV533,Actinobacteriota,IMCC26256
ASV534,Actinobacteriota,Others
ASV535,Acidobacteriota,Acidobacteriales
ASV536,Firmicutes,Bacillales
ASV537,Proteobacteria,Acetobacterales
ASV538,Proteobacteria,Acetobacterales
ASV540,Proteobacteria,Rhizobiales
ASV541,Firmicutes,Bacillales
ASV542,Proteobacteria,Acetobacterales
ASV544,Actinobacteriota,Solirubrobacterales
ASV545,Planctomycetota,Isosphaerales
ASV546,Proteobacteria,Acetobacterales
ASV547,Proteobacteria,Acetobacterales
ASV548,Actinobacteriota,Others
ASV549,Actinobacteriota,Frankiales
ASV550,Actinobacteriota,Others
ASV551,Actinobacteriota,Frankiales
ASV554,Actinobacteriota,Solirubrobacterales
ASV556,Proteobacteria,Acetobacterales
ASV557,Actinobacteriota,Solirubrobacterales
ASV558,Actinobacteriota,Solirubrobacterales
ASV559,Planctomycetota,Isosphaerales
ASV561,Proteobacteria,Acetobacterales
ASV562,Actinobacteriota,Solirubrobacterales
ASV563,Actinobacteriota,Pseudonocardiales
ASV564,Actinobacteriota,Micrococcales
ASV565,Acidobacteriota,Acidobacteriales
ASV566,Actinobacteriota,Pseudonocardiales
ASV567,Actinobacteriota,Others
ASV568,Acidobacteriota,Acidobacteriales
ASV569,Acidobacteriota,Acidobacteriales
ASV570,Acidobacteriota,Acidobacteriales
ASV571,Proteobacteria,Acetobacterales
ASV572,Actinobacteriota,Micrococcales
ASV573,Actinobacteriota,Solirubrobacterales
ASV574,Actinobacteriota,Frankiales
ASV575,Firmicutes,Bacillales
ASV576,Planctomycetota,Isosphaerales
ASV577,Firmicutes,Bacillales
ASV580,Actinobacteriota,Frankiales
ASV581,Actinobacteriota,Solirubrobacterales
ASV582,Actinobacteriota,Corynebacteriales
ASV583,Acidobacteriota,Bryobacterales
ASV584,Actinobacteriota,Micrococcales
ASV585,Actinobacteriota,Corynebacteriales
ASV586,Actinobacteriota,Frankiales
ASV588,Acidobacteriota,Acidobacteriales
ASV591,Actinobacteriota,Frankiales
ASV592,Actinobacteriota,Frankiales
ASV594,Firmicutes,Bacillales
ASV595,Actinobacteriota,Frankiales
ASV596,Actinobacteriota,Pseudonocardiales
ASV597,Proteobacteria,Acetobacterales
ASV599,Proteobacteria,Acetobacterales
ASV600,Acidobacteriota,Acidobacteriales
ASV601,Actinobacteriota,Solirubrobacterales
ASV602,Actinobacteriota,Others
ASV603,Actinobacteriota,Micrococcales
ASV604,Proteobacteria,Caulobacterales
ASV605,Actinobacteriota,Pseudonocardiales
ASV606,Actinobacteriota,Frankiales
ASV608,Actinobacteriota,Corynebacteriales
ASV610,Proteobacteria,Acetobacterales
ASV611,Proteobacteria,Rhizobiales
ASV612,Acidobacteriota,Acidobacteriales
ASV613,Actinobacteriota,Micrococcales
ASV614,Planctomycetota,Isosphaerales
ASV616,Proteobacteria,Sphingomonadales
ASV618,Firmicutes,Bacillales
ASV619,Actinobacteriota,Pseudonocardiales
ASV622,Acidobacteriota,Acidobacteriales
ASV623,Acidobacteriota,Acidobacteriales
ASV624,Proteobacteria,Acetobacterales
ASV625,Actinobacteriota,Solirubrobacterales
ASV627,Proteobacteria,Acetobacterales
ASV628,Acidobacteriota,Acidobacteriales
ASV630,Acidobacteriota,Acidobacteriales
ASV633,Acidobacteriota,Acidobacteriales
ASV634,Actinobacteriota,Pseudonocardiales
ASV635,Actinobacteriota,Micrococcales
ASV636,Proteobacteria,Acetobacterales
ASV638,Acidobacteriota,Acidobacteriales
ASV640,Proteobacteria,Acetobacterales
ASV642,Acidobacteriota,Acidobacteriales
ASV643,Proteobacteria,Acetobacterales
ASV645,Proteobacteria,Sphingomonadales
ASV646,Actinobacteriota,Others
ASV649,Proteobacteria,Sphingomonadales
ASV650,Actinobacteriota,Corynebacteriales
ASV651,Proteobacteria,Acetobacterales
ASV652,Proteobacteria,Acetobacterales
ASV653,Actinobacteriota,Others
ASV657,Proteobacteria,Acetobacterales
ASV660,Actinobacteriota,Solirubrobacterales
ASV661,Proteobacteria,Acetobacterales
ASV662,Proteobacteria,Sphingomonadales
ASV663,Acidobacteriota,Acidobacteriales
ASV665,Proteobacteria,Acetobacterales
ASV666,Firmicutes,Bacillales
ASV668,Proteobacteria,Rhizobiales
ASV671,Actinobacteriota,Frankiales
ASV672,Firmicutes,Bacillales
ASV673,Firmicutes,Bacillales
ASV676,Proteobacteria,Rhizobiales
ASV677,Proteobacteria,Acetobacterales
ASV679,Proteobacteria,Pseudomonadales
ASV680,Proteobacteria,Caulobacterales
ASV681,Actinobacteriota,Solirubrobacterales
ASV682,Firmicutes,Bacillales
ASV688,Actinobacteriota,Solirubrobacterales
ASV689,Proteobacteria,Acetobacterales
ASV690,Actinobacteriota,Frankiales
ASV691,Planctomycetota,Isosphaerales
ASV693,Proteobacteria,Acetobacterales
ASV694,Acidobacteriota,Acidobacteriales
ASV696,Actinobacteriota,Others
ASV697,Actinobacteriota,Corynebacteriales
ASV698,Others,Cyanobacteria
ASV702,Proteobacteria,Acetobacterales
ASV706,Proteobacteria,Others
ASV707,Actinobacteriota,Corynebacteriales
ASV708,Actinobacteriota,Frankiales
ASV709,Actinobacteriota,Frankiales
ASV710,Acidobacteriota,Acidobacteriales
ASV711,Planctomycetota,Isosphaerales
ASV716,Planctomycetota,Isosphaerales
ASV717,Acidobacteriota,Acidobacteriales
ASV718,Proteobacteria,Acetobacterales
ASV719,Proteobacteria,Sphingomonadales
ASV722,Acidobacteriota,Acidobacteriales
ASV723,Actinobacteriota,Solirubrobacterales
ASV725,Proteobacteria,Rhizobiales
ASV727,Actinobacteriota,Others
ASV730,Proteobacteria,Acetobacterales
ASV731,Planctomycetota,Isosphaerales
ASV732,Actinobacteriota,Solirubrobacterales
ASV734,Firmicutes,Bacillales
ASV735,Firmicutes,Bacillales
ASV736,Firmicutes,Bacillales
ASV737,Others,Cyanobacteria
ASV739,Proteobacteria,Caulobacterales
ASV740,Proteobacteria,Rhizobiales
ASV742,Planctomycetota,Isosphaerales
ASV743,Acidobacteriota,Acidobacteriales
ASV745,Acidobacteriota,Acidobacteriales
ASV746,Proteobacteria,Rhizobiales
ASV747,Planctomycetota,Isosphaerales
ASV748,Proteobacteria,Acetobacterales
ASV750,Proteobacteria,Acetobacterales
ASV751,Proteobacteria,Acetobacterales
ASV752,Planctomycetota,Isosphaerales
ASV753,Actinobacteriota,Corynebacteriales
ASV754,Actinobacteriota,Corynebacteriales
ASV755,Proteobacteria,Acetobacterales
ASV756,Proteobacteria,Acetobacterales
ASV757,Proteobacteria,Acetobacterales
ASV758,Proteobacteria,Rhizobiales
ASV762,Actinobacteriota,Others
ASV763,Actinobacteriota,Solirubrobacterales
ASV764,Proteobacteria,Acetobacterales
ASV766,Proteobacteria,Others
ASV768,Actinobacteriota,Solirubrobacterales
ASV769,Proteobacteria,Acetobacterales
ASV770,Planctomycetota,Isosphaerales
ASV771,Proteobacteria,Rhizobiales
ASV772,Firmicutes,Bacillales
ASV774,Acidobacteriota,Acidobacteriales
ASV775,Proteobacteria,Others
ASV776,Proteobacteria,Others
ASV777,Acidobacteriota,Acidobacteriales
ASV780,Acidobacteriota,Acidobacteriales
ASV781,Proteobacteria,Others
ASV782,Actinobacteriota,Corynebacteriales
ASV783,Actinobacteriota,Others
ASV784,Actinobacteriota,Others
ASV785,Proteobacteria,Others
ASV789,Actinobacteriota,Others
ASV790,Actinobacteriota,Pseudonocardiales
ASV791,Actinobacteriota,Others
ASV792,Actinobacteriota,Pseudonocardiales
ASV793,Planctomycetota,Isosphaerales
ASV794,Proteobacteria,Rhizobiales
ASV796,Proteobacteria,Rhizobiales
ASV797,Planctomycetota,Isosphaerales
ASV798,Proteobacteria,Others
ASV799,Actinobacteriota,IMCC26256
ASV801,Actinobacteriota,Solirubrobacterales
ASV802,Proteobacteria,Sphingomonadales
ASV803,Actinobacteriota,Others
ASV804,Proteobacteria,Rhizobiales
ASV805,Proteobacteria,Acetobacterales
ASV806,Actinobacteriota,Frankiales
ASV807,Firmicutes,Bacillales
ASV809,Firmicutes,Bacillales
ASV810,Proteobacteria,Acetobacterales
ASV811,Proteobacteria,Acetobacterales
ASV813,Actinobacteriota,Pseudonocardiales
ASV815,Acidobacteriota,Acidobacteriales
ASV816,Actinobacteriota,IMCC26256
ASV817,Proteobacteria,Sphingomonadales
ASV818,Proteobacteria,Acetobacterales
ASV819,Acidobacteriota,Acidobacteriales
ASV820,Firmicutes,Bacillales
ASV821,Proteobacteria,Rhizobiales
ASV822,Acidobacteriota,Acidobacteriales
ASV823,Acidobacteriota,Acidobacteriales
ASV827,Others,Others
ASV829,Actinobacteriota,Solirubrobacterales
ASV830,Proteobacteria,Others
ASV831,Proteobacteria,Others
ASV832,Acidobacteriota,Acidobacteriales
ASV834,Acidobacteriota,Acidobacteriales
ASV835,Actinobacteriota,Others
ASV836,Proteobacteria,Others
ASV839,Acidobacteriota,Acidobacteriales
ASV843,Actinobacteriota,Others
ASV846,Proteobacteria,Acetobacterales
ASV847,Proteobacteria,Acetobacterales
ASV848,Acidobacteriota,Acidobacteriales
ASV851,Proteobacteria,Acetobacterales
ASV852,Proteobacteria,Acetobacterales
ASV853,Actinobacteriota,Corynebacteriales
ASV854,Acidobacteriota,Acidobacteriales
ASV855,Proteobacteria,Pseudomonadales
ASV856,Verrucomicrobiota,Others
ASV857,Proteobacteria,Others
ASV860,Proteobacteria,Acetobacterales
ASV863,Proteobacteria,Acetobacterales
ASV864,Proteobacteria,Acetobacterales
ASV865,Actinobacteriota,Others
ASV868,Actinobacteriota,Micrococcales
ASV869,Actinobacteriota,Pseudonocardiales
ASV870,Actinobacteriota,Corynebacteriales
ASV871,Proteobacteria,Others
ASV872,Proteobacteria,Acetobacterales
ASV873,Acidobacteriota,Acidobacteriales
ASV874,Acidobacteriota,Acidobacteriales
ASV877,Proteobacteria,Others
ASV879,Verrucomicrobiota,Others
ASV880,Actinobacteriota,Others
ASV881,Proteobacteria,Acetobacterales
ASV883,Proteobacteria,Acetobacterales
ASV884,Actinobacteriota,Solirubrobacterales
ASV885,Proteobacteria,Acetobacterales
ASV886,Planctomycetota,Others
ASV887,Acidobacteriota,Acidobacteriales
ASV888,Acidobacteriota,Acidobacteriales
ASV889,Proteobacteria,Rhizobiales
ASV890,Acidobacteriota,Acidobacteriales
ASV892,Proteobacteria,Sphingomonadales
ASV899,Actinobacteriota,IMCC26256
ASV900,Actinobacteriota,Others
ASV901,Actinobacteriota,IMCC26256
ASV902,Proteobacteria,Rhizobiales
ASV903,Proteobacteria,Sphingomonadales
ASV904,Actinobacteriota,Others
ASV907,Proteobacteria,Acetobacterales
ASV908,Others,Bacteroidota
ASV911,Proteobacteria,Others
ASV912,Proteobacteria,Acetobacterales
ASV913,Planctomycetota,Tepidisphaerales
ASV914,Proteobacteria,Acetobacterales
ASV917,Proteobacteria,Others
ASV918,Actinobacteriota,Others
ASV920,Planctomycetota,Isosphaerales
ASV921,Planctomycetota,Isosphaerales
ASV924,Proteobacteria,Acetobacterales
ASV925,Proteobacteria,Acetobacterales
ASV926,Proteobacteria,Others
ASV928,Proteobacteria,Acetobacterales
ASV929,Actinobacteriota,Frankiales
ASV932,Actinobacteriota,Micrococcales
ASV933,Actinobacteriota,Corynebacteriales
ASV941,Proteobacteria,Acetobacterales
ASV942,Planctomycetota,Isosphaerales
ASV943,Actinobacteriota,Corynebacteriales
ASV944,Proteobacteria,Acetobacterales
ASV945,Proteobacteria,Others
ASV948,Actinobacteriota,Others
ASV949,Actinobacteriota,Corynebacteriales
ASV953,Acidobacteriota,Acidobacteriales
ASV954,Acidobacteriota,Bryobacterales
ASV957,Actinobacteriota,Micrococcales
ASV958,Proteobacteria,Acetobacterales
ASV959,Actinobacteriota,Others
ASV960,Acidobacteriota,Acidobacteriales
ASV962,Acidobacteriota,Acidobacteriales
ASV963,Acidobacteriota,Acidobacteriales
ASV964,Proteobacteria,Acetobacterales
ASV966,Planctomycetota,Isosphaerales
ASV968,Proteobacteria,Acetobacterales
ASV971,Actinobacteriota,Others
ASV975,Proteobacteria,Others
ASV977,Others,Cyanobacteria
ASV978,Proteobacteria,Rhizobiales
ASV979,Proteobacteria,Acetobacterales
ASV980,Proteobacteria,Acetobacterales
ASV981,Actinobacteriota,Solirubrobacterales
ASV982,Actinobacteriota,Others
ASV983,Firmicutes,Bacillales
ASV984,Actinobacteriota,Pseudonocardiales
ASV985,Others,Others
ASV988,Actinobacteriota,Others
ASV989,Acidobacteriota,Acidobacteriales
ASV990,Proteobacteria,Others
ASV991,Proteobacteria,Caulobacterales
