OTU,Phylum,Order
ASV2314,Proteobacteria,Caulobacterales
ASV2315,Actinobacteriota,Frankiales
ASV2316,Verrucomicrobiota,Chthoniobacterales
ASV2318,Acidobacteriota,Acidobacteriales
ASV2319,Acidobacteriota,Acidobacteriales
ASV2320,Acidobacteriota,Acidobacteriales
ASV2321,Actinobacteriota,Frankiales
ASV2322,Proteobacteria,Others
ASV2323,Proteobacteria,Others
ASV2325,Proteobacteria,Others
ASV2334,Proteobacteria,Others
ASV2335,Actinobacteriota,Others
ASV2336,Others,Bacteroidota
ASV2337,Actinobacteriota,Frankiales
ASV2339,Actinobacteriota,Frankiales
ASV2340,Proteobacteria,Acetobacterales
ASV2341,Actinobacteriota,Others
ASV2342,Actinobacteriota,Others
ASV2344,Proteobacteria,Others
ASV2346,Actinobacteriota,Frankiales
ASV2347,Proteobacteria,Acetobacterales
ASV2348,Proteobacteria,Acetobacterales
ASV2349,Others,Others
ASV2352,Planctomycetota,Isosphaerales
ASV2356,Actinobacteriota,Frankiales
ASV2358,Planctomycetota,Isosphaerales
ASV2359,Proteobacteria,Acetobacterales
ASV2361,Proteobacteria,Acetobacterales
ASV2363,Actinobacteriota,Others
ASV2365,Acidobacteriota,Acidobacteriales
ASV2366,Actinobacteriota,Solirubrobacterales
ASV2367,Actinobacteriota,Micrococcales
ASV2368,Actinobacteriota,Micrococcales
ASV2371,Actinobacteriota,Others
ASV2372,Others,Bacteroidota
ASV2375,Others,Chloroflexi
ASV2376,Firmicutes,Others
ASV2385,Acidobacteriota,Acidobacteriales
ASV2387,Actinobacteriota,Pseudonocardiales
ASV2388,Verrucomicrobiota,Chthoniobacterales
ASV2389,Acidobacteriota,Acidobacteriales
ASV2390,Acidobacteriota,Acidobacteriales
ASV2392,Proteobacteria,Caulobacterales
ASV2393,Proteobacteria,Others
ASV2395,Acidobacteriota,Acidobacteriales
ASV2396,Acidobacteriota,Acidobacteriales
ASV2398,Actinobacteriota,Others
ASV2399,Acidobacteriota,Acidobacteriales
ASV2400,Acidobacteriota,Acidobacteriales
ASV2401,Actinobacteriota,Frankiales
ASV2402,Actinobacteriota,Solirubrobacterales
ASV2403,Actinobacteriota,Others
ASV2404,Others,Chloroflexi
ASV2405,Proteobacteria,Acetobacterales
ASV2406,Proteobacteria,Acetobacterales
ASV2407,Proteobacteria,Acetobacterales
ASV2408,Acidobacteriota,Acidobacteriales
ASV2411,Planctomycetota,Isosphaerales
ASV2412,Firmicutes,Others
ASV2413,Verrucomicrobiota,Chthoniobacterales
ASV2414,Acidobacteriota,Acidobacteriales
ASV2415,Firmicutes,Paenibacillales
ASV2416,Firmicutes,Paenibacillales
ASV2421,Acidobacteriota,Acidobacteriales
ASV2422,Proteobacteria,Caulobacterales
ASV2428,Planctomycetota,Isosphaerales
ASV2429,Actinobacteriota,Solirubrobacterales
ASV2430,Actinobacteriota,Others
ASV2431,Acidobacteriota,Acidobacteriales
ASV2433,Planctomycetota,Isosphaerales
ASV2434,Planctomycetota,Isosphaerales
ASV2436,Actinobacteriota,Others
ASV2437,Planctomycetota,Isosphaerales
ASV2438,Firmicutes,Others
ASV2439,Planctomycetota,Isosphaerales
ASV2440,Proteobacteria,Others
ASV2441,Actinobacteriota,Others
ASV2442,Acidobacteriota,Acidobacteriales
ASV2443,Verrucomicrobiota,Chthoniobacterales
ASV2444,Proteobacteria,Acetobacterales
ASV2445,Acidobacteriota,Acidobacteriales
ASV2446,Acidobacteriota,Acidobacteriales
ASV2447,Verrucomicrobiota,Chthoniobacterales
ASV2448,Others,Others
ASV2454,Actinobacteriota,Pseudonocardiales
ASV2456,Actinobacteriota,Frankiales
ASV2457,Actinobacteriota,Frankiales
ASV2458,Actinobacteriota,Solirubrobacterales
ASV2459,Actinobacteriota,Others
ASV2460,Actinobacteriota,Others
ASV2461,Proteobacteria,Others
ASV2462,Actinobacteriota,Solirubrobacterales
ASV2464,Proteobacteria,Acetobacterales
ASV2466,Proteobacteria,Acetobacterales
ASV2467,Actinobacteriota,Frankiales
ASV2468,Actinobacteriota,Pseudonocardiales
ASV2470,Verrucomicrobiota,Chthoniobacterales
ASV2471,Actinobacteriota,Corynebacteriales
ASV2472,Proteobacteria,Sphingomodales
ASV2473,Acidobacteriota,Acidobacteriales
ASV2474,Actinobacteriota,Others
ASV2475,Firmicutes,Others
ASV2476,Others,Bacteroidota
ASV2485,Acidobacteriota,Acidobacteriales
ASV2490,Planctomycetota,Isosphaerales
ASV2491,Proteobacteria,Others
ASV2492,Others,Bacteroidota
ASV2496,Proteobacteria,Others
ASV2497,Proteobacteria,Acetobacterales
ASV2498,Proteobacteria,Acetobacterales
ASV2500,Proteobacteria,Caulobacterales
ASV2502,Proteobacteria,Others
ASV2503,Actinobacteriota,Others
ASV2505,Others,Others
ASV2509,Others,Bacteroidota
ASV2510,Acidobacteriota,Acidobacteriales
ASV2511,Proteobacteria,Others
ASV2513,Actinobacteriota,Micrococcales
ASV2514,Actinobacteriota,Solirubrobacterales
ASV2515,Actinobacteriota,Others
ASV2517,Actinobacteriota,Others
ASV2518,Verrucomicrobiota,Chthoniobacterales
ASV2519,Actinobacteriota,Others
ASV2520,Actinobacteriota,Others
ASV2521,Actinobacteriota,Pseudonocardiales
ASV2522,Actinobacteriota,Others
ASV2523,Actinobacteriota,Solirubrobacterales
ASV2524,Actinobacteriota,Others
ASV2525,Actinobacteriota,Others
ASV2526,Actinobacteriota,Pseudonocardiales
ASV2527,Proteobacteria,Others
ASV2528,Actinobacteriota,Others
ASV2529,Proteobacteria,Others
ASV2532,Acidobacteriota,Acidobacteriales
ASV2533,Actinobacteriota,Others
ASV2534,Planctomycetota,Isosphaerales
ASV2536,Proteobacteria,Acetobacterales
ASV2537,Others,Bacteroidota
ASV2538,Firmicutes,Paenibacillales
ASV2540,Acidobacteriota,Acidobacteriales
ASV2542,Firmicutes,Paenibacillales
ASV2544,Proteobacteria,Others
ASV2545,Acidobacteriota,Acidobacteriales
ASV2546,Firmicutes,Paenibacillales
ASV2547,Firmicutes,Paenibacillales
ASV2551,Planctomycetota,Isosphaerales
ASV2552,Firmicutes,Others
ASV2554,Actinobacteriota,Frankiales
ASV2555,Proteobacteria,Acetobacterales
ASV2558,Planctomycetota,Others
ASV2559,Actinobacteriota,Others
ASV2560,Acidobacteriota,Acidobacteriales
ASV2561,Proteobacteria,Acetobacterales
ASV2562,Actinobacteriota,Micrococcales
ASV2565,Planctomycetota,Others
ASV2566,Planctomycetota,Isosphaerales
ASV2567,Proteobacteria,Acetobacterales
ASV2569,Proteobacteria,Caulobacterales
ASV2570,Proteobacteria,Acetobacterales
ASV2572,Proteobacteria,Others
ASV2574,Actinobacteriota,Solirubrobacterales
ASV2575,Acidobacteriota,Acidobacteriales
ASV2576,Acidobacteriota,Acidobacteriales
ASV2577,Acidobacteriota,Acidobacteriales
ASV2578,Proteobacteria,Others
ASV2579,Actinobacteriota,Others
ASV2580,Actinobacteriota,Others
ASV2581,Acidobacteriota,Acidobacteriales
ASV2582,Actinobacteriota,Solirubrobacterales
ASV2584,Others,Bacteroidota
ASV2585,Actinobacteriota,Pseudonocardiales
ASV2586,Actinobacteriota,Others
ASV2587,Actinobacteriota,Frankiales
ASV2588,Actinobacteriota,Frankiales
ASV2593,Actinobacteriota,Micrococcales
ASV2595,Actinobacteriota,Frankiales
ASV2596,Proteobacteria,Others
ASV2597,Verrucomicrobiota,Chthoniobacterales
ASV2599,Proteobacteria,Sphingomodales
ASV2600,Actinobacteriota,Pseudonocardiales
ASV2602,Firmicutes,Others
ASV2604,Firmicutes,Paenibacillales
ASV2611,Proteobacteria,Others
ASV2612,Actinobacteriota,Pseudonocardiales
ASV2613,Proteobacteria,Acetobacterales
ASV2616,Acidobacteriota,Others
ASV2617,Proteobacteria,Others
ASV2618,Proteobacteria,Others
ASV2619,Proteobacteria,Acetobacterales
ASV2620,Proteobacteria,Caulobacterales
ASV2622,Planctomycetota,Others
ASV2625,Acidobacteriota,Acidobacteriales
ASV2626,Acidobacteriota,Acidobacteriales
ASV2627,Actinobacteriota,Others
ASV2628,Actinobacteriota,Solirubrobacterales
ASV2629,Proteobacteria,Acetobacterales
ASV2630,Acidobacteriota,Acidobacteriales
ASV2631,Planctomycetota,Isosphaerales
ASV2632,Actinobacteriota,Others
ASV2634,Proteobacteria,Acetobacterales
ASV2635,Others,Bacteroidota
ASV2636,Acidobacteriota,Acidobacteriales
ASV2639,Acidobacteriota,Acidobacteriales
ASV2640,Acidobacteriota,Acidobacteriales
ASV2641,Proteobacteria,Others
ASV2642,Firmicutes,Others
ASV2644,Actinobacteriota,Others
ASV2645,Actinobacteriota,Solirubrobacterales
ASV2647,Actinobacteriota,Others
ASV2648,Actinobacteriota,Others
ASV2650,Proteobacteria,Sphingomodales
ASV2651,Actinobacteriota,Micrococcales
ASV2652,Actinobacteriota,Solirubrobacterales
ASV2653,Actinobacteriota,Others
ASV2654,Actinobacteriota,Solirubrobacterales
ASV2655,Proteobacteria,Caulobacterales
ASV2656,Actinobacteriota,Frankiales
ASV2658,Others,Chloroflexi
ASV2659,Actinobacteriota,Others
ASV2663,Planctomycetota,Isosphaerales
ASV2664,Acidobacteriota,Acidobacteriales
ASV2665,Actinobacteriota,Pseudonocardiales
ASV2666,Planctomycetota,Others
ASV2668,Acidobacteriota,Acidobacteriales
ASV2669,Actinobacteriota,Frankiales
ASV2670,Actinobacteriota,Frankiales
ASV2671,Firmicutes,Others
ASV2672,Firmicutes,Paenibacillales
ASV2673,Firmicutes,Paenibacillales
ASV2674,Actinobacteriota,Solirubrobacterales
ASV2675,Actinobacteriota,Corynebacteriales
ASV2676,Firmicutes,Paenibacillales
ASV2677,Firmicutes,Paenibacillales
ASV2685,Planctomycetota,Isosphaerales
ASV2688,Proteobacteria,Acetobacterales
ASV2690,Proteobacteria,Caulobacterales
ASV2691,Planctomycetota,Others
ASV2692,Acidobacteriota,Acidobacteriales
ASV2694,Acidobacteriota,Acidobacteriales
ASV2695,Planctomycetota,Others
ASV2697,Proteobacteria,Acetobacterales
ASV2699,Acidobacteriota,Acidobacteriales
ASV2703,Proteobacteria,Others
ASV2705,Proteobacteria,Acetobacterales
ASV2706,Proteobacteria,Others
ASV2707,Actinobacteriota,Micrococcales
ASV2708,Actinobacteriota,Others
ASV2709,Actinobacteriota,Others
ASV2710,Actinobacteriota,Others
ASV2712,Actinobacteriota,Others
ASV2714,Actinobacteriota,Others
ASV2715,Actinobacteriota,Frankiales
ASV2716,Actinobacteriota,Others
ASV2717,Proteobacteria,Others
ASV2718,Actinobacteriota,Others
ASV2719,Actinobacteriota,Others
ASV2720,Actinobacteriota,Frankiales
ASV2721,Actinobacteriota,Solirubrobacterales
ASV2722,Actinobacteriota,Solirubrobacterales
ASV2723,Actinobacteriota,Others
ASV2724,Proteobacteria,Acetobacterales
ASV2727,Proteobacteria,Acetobacterales
ASV2728,Acidobacteriota,Acidobacteriales
ASV2729,Proteobacteria,Acetobacterales
ASV2730,Actinobacteriota,Others
ASV2731,Firmicutes,Paenibacillales
ASV2732,Others,Others
ASV2733,Planctomycetota,Isosphaerales
ASV2734,Actinobacteriota,Frankiales
ASV2737,Firmicutes,Paenibacillales
ASV2738,Actinobacteriota,Frankiales
ASV2739,Proteobacteria,Acetobacterales
ASV2744,Proteobacteria,Sphingomodales
ASV2745,Actinobacteriota,Pseudonocardiales
ASV2747,Acidobacteriota,Acidobacteriales
ASV2748,Firmicutes,Others
ASV2749,Proteobacteria,Caulobacterales
ASV2756,Proteobacteria,Acetobacterales
ASV2757,Proteobacteria,Acetobacterales
ASV2758,Proteobacteria,Sphingomodales
ASV2760,Acidobacteriota,Acidobacteriales
ASV2763,Actinobacteriota,Solirubrobacterales
ASV2764,Acidobacteriota,Acidobacteriales
ASV2765,Acidobacteriota,Acidobacteriales
ASV2766,Acidobacteriota,Acidobacteriales
ASV2769,Verrucomicrobiota,Chthoniobacterales
ASV2770,Actinobacteriota,Others
ASV2772,Verrucomicrobiota,Chthoniobacterales
ASV2773,Proteobacteria,Acetobacterales
ASV2776,Actinobacteriota,Others
ASV2777,Others,Others
ASV2778,Others,Others
ASV2779,Actinobacteriota,Others
ASV2780,Actinobacteriota,Pseudonocardiales
ASV2781,Actinobacteriota,Solirubrobacterales
ASV2782,Acidobacteriota,Acidobacteriales
ASV2783,Acidobacteriota,Acidobacteriales
ASV2785,Actinobacteriota,Others
ASV2786,Actinobacteriota,Solirubrobacterales
ASV2787,Actinobacteriota,Others
ASV2788,Actinobacteriota,Others
ASV2789,Actinobacteriota,Solirubrobacterales
ASV2790,Actinobacteriota,Others
ASV2792,Actinobacteriota,Others
ASV2793,Actinobacteriota,Others
ASV2794,Actinobacteriota,Micrococcales
ASV2795,Others,Bacteroidota
ASV2796,Others,Bacteroidota
ASV2797,Firmicutes,Paenibacillales
ASV2798,Proteobacteria,Acetobacterales
ASV2800,Firmicutes,Others
ASV2801,Firmicutes,Others
ASV2802,Actinobacteriota,Others
ASV2803,Proteobacteria,Acetobacterales
ASV2806,Actinobacteriota,Corynebacteriales
ASV2807,Firmicutes,Paenibacillales
ASV2808,Proteobacteria,Acetobacterales
ASV2813,Acidobacteriota,Acidobacteriales
ASV2814,Proteobacteria,Acetobacterales
ASV2815,Acidobacteriota,Others
ASV2816,Proteobacteria,Caulobacterales
ASV2819,Acidobacteriota,Acidobacteriales
ASV2825,Actinobacteriota,Others
ASV2827,Proteobacteria,Caulobacterales
ASV2828,Proteobacteria,Others
ASV2830,Planctomycetota,Isosphaerales
ASV2831,Proteobacteria,Acetobacterales
ASV2832,Planctomycetota,Isosphaerales
ASV2833,Proteobacteria,Acetobacterales
ASV2835,Actinobacteriota,Others
ASV2836,Proteobacteria,Acetobacterales
ASV2837,Proteobacteria,Rhizobiales
ASV2838,Acidobacteriota,Acidobacteriales
ASV2839,Proteobacteria,Acetobacterales
ASV2840,Actinobacteriota,Solirubrobacterales
ASV2843,Actinobacteriota,Micrococcales
ASV2845,Acidobacteriota,Acidobacteriales
ASV2846,Actinobacteriota,IMCC26256
ASV2848,Actinobacteriota,Solirubrobacterales
ASV2849,Acidobacteriota,Acidobacteriales
ASV2850,Proteobacteria,Others
ASV2852,Actinobacteriota,Others
ASV2853,Actinobacteriota,Solirubrobacterales
ASV2854,Actinobacteriota,Others
ASV2855,Actinobacteriota,Others
ASV2856,Actinobacteriota,Solirubrobacterales
ASV2857,Actinobacteriota,Others
ASV2858,Acidobacteriota,Acidobacteriales
ASV2859,Others,Bacteroidota
ASV2861,Actinobacteriota,Others
ASV2862,Actinobacteriota,Micrococcales
ASV2863,Acidobacteriota,Acidobacteriales
ASV2864,Others,Bacteroidota
ASV2865,Proteobacteria,Acetobacterales
ASV2866,Actinobacteriota,Solirubrobacterales
ASV2867,Acidobacteriota,Acidobacteriales
ASV2868,Acidobacteriota,Acidobacteriales
ASV2869,Actinobacteriota,Others
ASV2870,Proteobacteria,Acetobacterales
ASV2873,Acidobacteriota,Acidobacteriales
ASV2874,Acidobacteriota,Others
ASV2875,Acidobacteriota,Acidobacteriales
ASV2876,Proteobacteria,Acetobacterales
ASV2878,Firmicutes,Paenibacillales
ASV2879,Actinobacteriota,Corynebacteriales
ASV2880,Actinobacteriota,Corynebacteriales
ASV2888,Others,Bacteroidota
ASV2890,Proteobacteria,Others
ASV2892,Proteobacteria,Caulobacterales
ASV2894,Proteobacteria,Acetobacterales
ASV2895,Acidobacteriota,Acidobacteriales
ASV2896,Proteobacteria,Acetobacterales
ASV2899,Others,Others
ASV2900,Proteobacteria,Caulobacterales
ASV2901,Actinobacteriota,Others
ASV2902,Actinobacteriota,Others
ASV2903,Acidobacteriota,Acidobacteriales
ASV2906,Proteobacteria,Others
ASV2907,Proteobacteria,Acetobacterales
ASV2908,Acidobacteriota,Acidobacteriales
ASV2909,Proteobacteria,Acetobacterales
ASV2912,Proteobacteria,Others
ASV2913,Proteobacteria,Acetobacterales
ASV2914,Acidobacteriota,Acidobacteriales
ASV2915,Actinobacteriota,Micrococcales
ASV2916,Proteobacteria,Acetobacterales
ASV2919,Proteobacteria,Others
ASV2920,Proteobacteria,Others
ASV2921,Proteobacteria,Others
ASV2922,Proteobacteria,Others
ASV2924,Proteobacteria,Acetobacterales
ASV2925,Acidobacteriota,Others
ASV2927,Proteobacteria,Sphingomodales
ASV2928,Acidobacteriota,Acidobacteriales
ASV2930,Actinobacteriota,Micrococcales
ASV2931,Actinobacteriota,Others
ASV2932,Actinobacteriota,Others
ASV2933,Actinobacteriota,Solirubrobacterales
ASV2934,Actinobacteriota,Others
ASV2935,Actinobacteriota,Others
ASV2936,Actinobacteriota,Solirubrobacterales
ASV2937,Actinobacteriota,Others
ASV2938,Actinobacteriota,Solirubrobacterales
ASV2939,Proteobacteria,Sphingomodales
ASV2940,Acidobacteriota,Acidobacteriales
ASV2941,Actinobacteriota,Others
ASV2942,Actinobacteriota,Micrococcales
ASV2944,Others,Bacteroidota
ASV2945,Acidobacteriota,Acidobacteriales
ASV2946,Proteobacteria,Acetobacterales
ASV2947,Actinobacteriota,Frankiales
ASV2948,Others,Chloroflexi
ASV2949,Actinobacteriota,Solirubrobacterales
ASV2950,Proteobacteria,Caulobacterales
ASV2952,Proteobacteria,Acetobacterales
ASV2953,Proteobacteria,Acetobacterales
ASV2954,Proteobacteria,Acetobacterales
ASV2955,Actinobacteriota,Others
ASV2957,Acidobacteriota,Others
ASV2958,Firmicutes,Paenibacillales
ASV2959,Proteobacteria,Others
ASV2960,Firmicutes,Others
ASV2961,Firmicutes,Paenibacillales
ASV2965,Proteobacteria,Rhizobiales
ASV2966,Actinobacteriota,Solirubrobacterales
ASV2967,Acidobacteriota,Others
ASV2968,Actinobacteriota,Others
ASV2969,Proteobacteria,Others
ASV2970,Acidobacteriota,Acidobacteriales
ASV2972,Proteobacteria,Others
ASV2973,Actinobacteriota,Frankiales
ASV2976,Acidobacteriota,Acidobacteriales
ASV2977,Planctomycetota,Others
ASV2978,Proteobacteria,Caulobacterales
ASV2979,Planctomycetota,Others
ASV2980,Acidobacteriota,Acidobacteriales
ASV2985,Proteobacteria,Rhizobiales
ASV2987,Proteobacteria,Rhizobiales
ASV2988,Actinobacteriota,Micrococcales
ASV2989,Proteobacteria,Others
ASV2993,Proteobacteria,Acetobacterales
ASV2995,Proteobacteria,Rhizobiales
ASV2996,Others,Others
ASV2997,Acidobacteriota,Acidobacteriales
ASV2998,Others,Others
ASV3000,Proteobacteria,Others
ASV3001,Proteobacteria,Acetobacterales
ASV3002,Acidobacteriota,Acidobacteriales
ASV3003,Proteobacteria,Acetobacterales
ASV3004,Actinobacteriota,Others
ASV3005,Acidobacteriota,Acidobacteriales
ASV3007,Actinobacteriota,Others
ASV3008,Actinobacteriota,Others
ASV3009,Actinobacteriota,Others
ASV3010,Actinobacteriota,Others
ASV3011,Actinobacteriota,Others
ASV3012,Actinobacteriota,Others
ASV3013,Actinobacteriota,Solirubrobacterales
ASV3014,Acidobacteriota,Others
ASV3017,Actinobacteriota,Solirubrobacterales
ASV3018,Actinobacteriota,Solirubrobacterales
ASV3019,Actinobacteriota,Others
ASV3020,Actinobacteriota,Pseudonocardiales
ASV3021,Actinobacteriota,Micrococcales
ASV3022,Actinobacteriota,Others
ASV3023,Others,Bacteroidota
ASV3024,Actinobacteriota,Others
ASV3025,Proteobacteria,Others
ASV3026,Actinobacteriota,Micrococcales
ASV3028,Acidobacteriota,Acidobacteriales
ASV3029,Proteobacteria,Acetobacterales
ASV3030,Proteobacteria,Acetobacterales
ASV3032,Actinobacteriota,IMCC26256
ASV3033,Proteobacteria,Others
ASV3034,Actinobacteriota,IMCC26256
ASV3035,Others,Bacteroidota
ASV3037,Actinobacteriota,Frankiales
ASV3038,Proteobacteria,Sphingomodales
ASV3039,Planctomycetota,Isosphaerales
ASV3040,Proteobacteria,Rhizobiales
ASV3041,Firmicutes,Others
ASV3043,Proteobacteria,Acetobacterales
ASV3044,Actinobacteriota,Others
ASV3045,Firmicutes,Others
ASV3052,Proteobacteria,Others
ASV3054,Acidobacteriota,Acidobacteriales
ASV3057,Acidobacteriota,Acidobacteriales
ASV3061,Others,Others
ASV3062,Actinobacteriota,Solirubrobacterales
ASV3063,Actinobacteriota,Others
ASV3064,Acidobacteriota,Acidobacteriales
ASV3065,Proteobacteria,Acetobacterales
ASV3066,Actinobacteriota,Frankiales
ASV3067,Planctomycetota,Others
ASV3068,Firmicutes,Others
ASV3069,Planctomycetota,Isosphaerales
ASV3070,Proteobacteria,Acetobacterales
ASV3071,Proteobacteria,Others
ASV3072,Actinobacteriota,Others
ASV3076,Actinobacteriota,Others
ASV3077,Actinobacteriota,Solirubrobacterales
ASV3078,Actinobacteriota,Solirubrobacterales
ASV3079,Actinobacteriota,Others
ASV3080,Actinobacteriota,Others
ASV3081,Actinobacteriota,Others
ASV3082,Actinobacteriota,Others
ASV3083,Actinobacteriota,Micrococcales
ASV3085,Actinobacteriota,Others
ASV3088,Actinobacteriota,Solirubrobacterales
ASV3089,Actinobacteriota,Others
ASV3090,Actinobacteriota,Solirubrobacterales
ASV3091,Actinobacteriota,Solirubrobacterales
ASV3092,Actinobacteriota,Others
ASV3093,Others,Bacteroidota
ASV3094,Actinobacteriota,Others
ASV3095,Actinobacteriota,Corynebacteriales
ASV3097,Actinobacteriota,Corynebacteriales
ASV3098,Actinobacteriota,Solirubrobacterales
ASV3099,Acidobacteriota,Acidobacteriales
ASV3100,Actinobacteriota,Others
ASV3101,Planctomycetota,Isosphaerales
ASV3102,Proteobacteria,Caulobacterales
ASV3103,Others,Chloroflexi
ASV3107,Acidobacteriota,Acidobacteriales
ASV3108,Acidobacteriota,Acidobacteriales
ASV3112,Planctomycetota,Isosphaerales
ASV3113,Proteobacteria,Rhizobiales
ASV3114,Firmicutes,Paenibacillales
ASV3130,Acidobacteriota,Acidobacteriales
ASV3131,Proteobacteria,Sphingomodales
ASV3132,Proteobacteria,Rhizobiales
ASV3133,Acidobacteriota,Acidobacteriales
ASV3134,Proteobacteria,Others
ASV3136,Proteobacteria,Caulobacterales
ASV3137,Others,Bacteroidota
ASV3139,Acidobacteriota,Acidobacteriales
ASV3140,Actinobacteriota,Solirubrobacterales
ASV3141,Acidobacteriota,Acidobacteriales
ASV3142,Acidobacteriota,Acidobacteriales
ASV3143,Acidobacteriota,Others
ASV3144,Actinobacteriota,Others
ASV3145,Planctomycetota,Others
ASV3146,Proteobacteria,Others
ASV3147,Actinobacteriota,Solirubrobacterales
ASV3148,Planctomycetota,Others
ASV3149,Actinobacteriota,Corynebacteriales
ASV3150,Actinobacteriota,Others
ASV3151,Others,Others
ASV3155,Acidobacteriota,Acidobacteriales
ASV3156,Firmicutes,Others
ASV3157,Actinobacteriota,Micrococcales
ASV3159,Acidobacteriota,Others
ASV3162,Acidobacteriota,Acidobacteriales
ASV3164,Proteobacteria,Rhizobiales
ASV3165,Actinobacteriota,Micrococcales
ASV3166,Actinobacteriota,Pseudonocardiales
ASV3167,Actinobacteriota,Others
ASV3168,Actinobacteriota,Others
ASV3169,Actinobacteriota,Others
ASV3171,Actinobacteriota,Solirubrobacterales
ASV3172,Acidobacteriota,Acidobacteriales
ASV3173,Acidobacteriota,Acidobacteriales
ASV3174,Proteobacteria,Acetobacterales
ASV3175,Actinobacteriota,Others
ASV3176,Actinobacteriota,Others
ASV3177,Actinobacteriota,Others
ASV3178,Actinobacteriota,Solirubrobacterales
ASV3179,Actinobacteriota,Pseudonocardiales
ASV3180,Actinobacteriota,Solirubrobacterales
ASV3181,Actinobacteriota,Others
ASV3184,Actinobacteriota,Others
ASV3186,Acidobacteriota,Acidobacteriales
ASV3187,Actinobacteriota,Corynebacteriales
ASV3188,Proteobacteria,Acetobacterales
ASV3189,Actinobacteriota,Others
ASV3190,Planctomycetota,Isosphaerales
ASV3191,Proteobacteria,Rhizobiales
ASV3192,Actinobacteriota,Others
ASV3193,Actinobacteriota,Solirubrobacterales
ASV3194,Acidobacteriota,Acidobacteriales
ASV3195,Acidobacteriota,Acidobacteriales
ASV3196,Acidobacteriota,Acidobacteriales
ASV3197,Planctomycetota,Others
ASV3198,Acidobacteriota,Acidobacteriales
ASV3199,Firmicutes,Paenibacillales
ASV3200,Proteobacteria,Acetobacterales
ASV3201,Proteobacteria,Others
ASV3202,Firmicutes,Paenibacillales
ASV3209,Acidobacteriota,Acidobacteriales
ASV3210,Planctomycetota,Others
ASV3211,Actinobacteriota,Others
ASV3214,Acidobacteriota,Others
ASV3215,Acidobacteriota,Others
ASV3219,Acidobacteriota,Others
ASV3221,Planctomycetota,Isosphaerales
ASV3222,Acidobacteriota,Others
ASV3224,Actinobacteriota,Frankiales
ASV3225,Proteobacteria,Acetobacterales
ASV3227,Planctomycetota,Isosphaerales
ASV3228,Proteobacteria,Others
ASV3230,Actinobacteriota,Frankiales
ASV3231,Actinobacteriota,Micrococcales
ASV3232,Proteobacteria,Caulobacterales
ASV3233,Actinobacteriota,Others
ASV3234,Acidobacteriota,Acidobacteriales
ASV3235,Planctomycetota,Isosphaerales
ASV3236,Proteobacteria,Acetobacterales
ASV3237,Proteobacteria,Acetobacterales
ASV3238,Proteobacteria,Others
ASV3239,Acidobacteriota,Acidobacteriales
ASV3241,Proteobacteria,Acetobacterales
ASV3242,Proteobacteria,Others
ASV3243,Planctomycetota,Isosphaerales
ASV3244,Proteobacteria,Others
ASV3245,Proteobacteria,Acetobacterales
ASV3246,Proteobacteria,Acetobacterales
ASV3248,Proteobacteria,Others
ASV3249,Proteobacteria,Others
ASV3253,Actinobacteriota,Others
ASV3254,Actinobacteriota,Others
ASV3255,Actinobacteriota,Others
ASV3256,Actinobacteriota,Frankiales
ASV3257,Actinobacteriota,Pseudonocardiales
ASV3259,Actinobacteriota,Solirubrobacterales
ASV3260,Acidobacteriota,Others
ASV3261,Acidobacteriota,Acidobacteriales
ASV3263,Actinobacteriota,Others
ASV3264,Actinobacteriota,Others
ASV3265,Actinobacteriota,Solirubrobacterales
ASV3266,Actinobacteriota,Others
ASV3267,Actinobacteriota,Solirubrobacterales
ASV3268,Actinobacteriota,Others
ASV3270,Proteobacteria,Sphingomodales
ASV3271,Actinobacteriota,Micrococcales
ASV3272,Proteobacteria,Acetobacterales
ASV3274,Acidobacteriota,Acidobacteriales
ASV3276,Proteobacteria,Others
ASV3279,Actinobacteriota,Others
ASV3281,Actinobacteriota,Pseudonocardiales
ASV3284,Acidobacteriota,Acidobacteriales
ASV3285,Acidobacteriota,Acidobacteriales
ASV3288,Actinobacteriota,Others
ASV3289,Proteobacteria,Sphingomodales
ASV3290,Proteobacteria,Others
ASV3291,Actinobacteriota,Micrococcales
ASV3292,Firmicutes,Paenibacillales
ASV3293,Firmicutes,Paenibacillales
ASV3294,Firmicutes,Paenibacillales
ASV3295,Firmicutes,Paenibacillales
ASV3296,Actinobacteriota,Pseudonocardiales
ASV3297,Firmicutes,Others
ASV3309,Proteobacteria,Others
ASV3310,Actinobacteriota,Pseudonocardiales
ASV3311,Proteobacteria,Acetobacterales
ASV3313,Acidobacteriota,Acidobacteriales
ASV3315,Proteobacteria,Acetobacterales
ASV3316,Proteobacteria,Others
ASV3317,Acidobacteriota,Others
ASV3318,Acidobacteriota,Others
ASV3319,Planctomycetota,Isosphaerales
ASV3320,Actinobacteriota,Others
ASV3321,Proteobacteria,Acetobacterales
ASV3323,Others,Others
ASV3324,Acidobacteriota,Acidobacteriales
ASV3325,Actinobacteriota,Pseudonocardiales
ASV3328,Proteobacteria,Others
ASV3329,Actinobacteriota,Corynebacteriales
ASV3330,Planctomycetota,Others
ASV3331,Proteobacteria,Others
ASV3332,Actinobacteriota,Others
ASV3334,Planctomycetota,Isosphaerales
ASV3335,Proteobacteria,Rhizobiales
ASV3337,Actinobacteriota,Others
